Image,Classification
239830.jpg,Barred Spiral
4760.jpg,Barred Spiral
83244.jpg,Barred Spiral
101965.jpg,Barred Spiral
35828.jpg,Barred Spiral
66604.jpg,Eliptical
110228.jpg,Spiral
10326.jpg,Barred Spiral
173086.jpg,Barred Spiral
168313.jpg,Eliptical
148251.jpg,Barred Spiral
219280.jpg,Spiral
78196.jpg,Eliptical
236460.jpg,Barred Spiral
221665.jpg,Spiral
199373.jpg,Eliptical
132471.jpg,Barred Spiral
161884.jpg,Spiral
9047.jpg,Eliptical
217672.jpg,Eliptical
116350.jpg,Barred Spiral
60296.jpg,Eliptical
70856.jpg,Barred Spiral
3801.jpg,Eliptical
157748.jpg,Eliptical
114960.jpg,Barred Spiral
96452.jpg,Eliptical
107827.jpg,Eliptical
101572.jpg,Eliptical
15433.jpg,Spiral
192667.jpg,Spiral
220888.jpg,Eliptical
196468.jpg,Barred Spiral
67936.jpg,Barred Spiral
154504.jpg,Barred Spiral
94554.jpg,Barred Spiral
140380.jpg,Eliptical
173721.jpg,Barred Spiral
98076.jpg,Eliptical
105574.jpg,Barred Spiral
90512.jpg,Eliptical
69392.jpg,Eliptical
233383.jpg,Eliptical
1435.jpg,Barred Spiral
91403.jpg,Eliptical
66405.jpg,Barred Spiral
81119.jpg,Eliptical
69175.jpg,Eliptical
192794.jpg,Eliptical
229390.jpg,Spiral
29931.jpg,Eliptical
128074.jpg,Eliptical
60057.jpg,Barred Spiral
203605.jpg,Barred Spiral
100656.jpg,Spiral
33118.jpg,Barred Spiral
201670.jpg,Eliptical
60897.jpg,Eliptical
140250.jpg,Eliptical
241901.jpg,Eliptical
156563.jpg,Eliptical
77095.jpg,Eliptical
53981.jpg,Barred Spiral
2603.jpg,Eliptical
80034.jpg,Barred Spiral
193686.jpg,Barred Spiral
140619.jpg,Eliptical
186294.jpg,Spiral
107805.jpg,Eliptical
12969.jpg,Spiral
47277.jpg,Eliptical
93245.jpg,Barred Spiral
236082.jpg,Barred Spiral
55257.jpg,Eliptical
151766.jpg,Eliptical
95542.jpg,Eliptical
64389.jpg,Eliptical
63739.jpg,Spiral
23935.jpg,Eliptical
156715.jpg,Eliptical
210665.jpg,Barred Spiral
157665.jpg,Eliptical
7657.jpg,Eliptical
129156.jpg,Barred Spiral
87892.jpg,Barred Spiral
225260.jpg,Barred Spiral
88126.jpg,Eliptical
128801.jpg,Eliptical
157681.jpg,Barred Spiral
124687.jpg,Eliptical
87323.jpg,Eliptical
39741.jpg,Spiral
222695.jpg,Eliptical
91179.jpg,Eliptical
200454.jpg,Eliptical
67359.jpg,Eliptical
30875.jpg,Eliptical
239392.jpg,Eliptical
180094.jpg,Eliptical
193520.jpg,Eliptical
144469.jpg,Barred Spiral
227926.jpg,Barred Spiral
30370.jpg,Barred Spiral
47064.jpg,Barred Spiral
184390.jpg,Eliptical
108085.jpg,Barred Spiral
49385.jpg,Eliptical
193223.jpg,Spiral
81256.jpg,Barred Spiral
99650.jpg,Eliptical
118667.jpg,Eliptical
91893.jpg,Barred Spiral
162104.jpg,Barred Spiral
221879.jpg,Eliptical
82690.jpg,Eliptical
80813.jpg,Barred Spiral
32048.jpg,Eliptical
67418.jpg,Barred Spiral
65838.jpg,Spiral
141031.jpg,Barred Spiral
111736.jpg,Spiral
216933.jpg,Barred Spiral
174589.jpg,Spiral
124776.jpg,Spiral
222459.jpg,Eliptical
164739.jpg,Eliptical
62914.jpg,Barred Spiral
34500.jpg,Spiral
68685.jpg,Eliptical
181357.jpg,Eliptical
16818.jpg,Eliptical
225023.jpg,Spiral
39665.jpg,Eliptical
15175.jpg,Barred Spiral
186409.jpg,Barred Spiral
168578.jpg,Eliptical
232267.jpg,Spiral
121358.jpg,Spiral
11304.jpg,Barred Spiral
234703.jpg,Eliptical
193580.jpg,Barred Spiral
198862.jpg,Eliptical
125806.jpg,Spiral
115978.jpg,Barred Spiral
228037.jpg,Barred Spiral
34153.jpg,Barred Spiral
71661.jpg,Barred Spiral
25880.jpg,Spiral
126991.jpg,Eliptical
120455.jpg,Spiral
92799.jpg,Barred Spiral
95764.jpg,Spiral
83123.jpg,Eliptical
209004.jpg,Eliptical
116898.jpg,Barred Spiral
9407.jpg,Barred Spiral
33321.jpg,Spiral
207146.jpg,Barred Spiral
58599.jpg,Spiral
193419.jpg,Eliptical
181847.jpg,Eliptical
51667.jpg,Spiral
208417.jpg,Barred Spiral
76051.jpg,Barred Spiral
172249.jpg,Eliptical
238767.jpg,Barred Spiral
122594.jpg,Spiral
3270.jpg,Eliptical
199382.jpg,Barred Spiral
193801.jpg,Eliptical
151247.jpg,Eliptical
8092.jpg,Spiral
53657.jpg,Barred Spiral
116423.jpg,Eliptical
190844.jpg,Spiral
175592.jpg,Barred Spiral
190808.jpg,Barred Spiral
209890.jpg,Barred Spiral
7907.jpg,Eliptical
6857.jpg,Eliptical
172031.jpg,Barred Spiral
153185.jpg,Eliptical
227455.jpg,Barred Spiral
63127.jpg,Spiral
62816.jpg,Barred Spiral
35363.jpg,Barred Spiral
70815.jpg,Barred Spiral
120026.jpg,Barred Spiral
155717.jpg,Eliptical
74231.jpg,Spiral
63618.jpg,Eliptical
156986.jpg,Eliptical
142514.jpg,Eliptical
167374.jpg,Barred Spiral
179343.jpg,Eliptical
172171.jpg,Barred Spiral
188609.jpg,Spiral
200150.jpg,Barred Spiral
75729.jpg,Barred Spiral
129070.jpg,Eliptical
206331.jpg,Barred Spiral
164070.jpg,Barred Spiral
229544.jpg,Barred Spiral
193364.jpg,Eliptical
204814.jpg,Eliptical
56688.jpg,Barred Spiral
222256.jpg,Spiral
231104.jpg,Barred Spiral
158641.jpg,Eliptical
213837.jpg,Barred Spiral
81650.jpg,Eliptical
46717.jpg,Eliptical
117914.jpg,Spiral
97063.jpg,Barred Spiral
213386.jpg,Spiral
157461.jpg,Eliptical
17620.jpg,Eliptical
242511.jpg,Barred Spiral
243186.jpg,Eliptical
173103.jpg,Eliptical
47421.jpg,Eliptical
181993.jpg,Eliptical
173956.jpg,Barred Spiral
201423.jpg,Barred Spiral
19402.jpg,Eliptical
86340.jpg,Spiral
203091.jpg,Barred Spiral
186750.jpg,Eliptical
60869.jpg,Barred Spiral
65301.jpg,Spiral
175208.jpg,Eliptical
102391.jpg,Barred Spiral
29814.jpg,Eliptical
119907.jpg,Barred Spiral
90899.jpg,Eliptical
139718.jpg,Spiral
96521.jpg,Barred Spiral
21898.jpg,Spiral
12001.jpg,Eliptical
183463.jpg,Barred Spiral
113281.jpg,Eliptical
23473.jpg,Barred Spiral
62256.jpg,Spiral
40385.jpg,Spiral
243775.jpg,Eliptical
134468.jpg,Spiral
66121.jpg,Spiral
222444.jpg,Eliptical
142285.jpg,Barred Spiral
51120.jpg,Eliptical
237646.jpg,Eliptical
107455.jpg,Barred Spiral
232585.jpg,Spiral
212090.jpg,Barred Spiral
29783.jpg,Barred Spiral
12658.jpg,Eliptical
123286.jpg,Barred Spiral
175047.jpg,Spiral
132330.jpg,Eliptical
39563.jpg,Eliptical
191757.jpg,Spiral
65506.jpg,Eliptical
25573.jpg,Barred Spiral
155612.jpg,Eliptical
133043.jpg,Barred Spiral
22598.jpg,Eliptical
204441.jpg,Eliptical
106798.jpg,Eliptical
70911.jpg,Spiral
153782.jpg,Eliptical
118030.jpg,Barred Spiral
52146.jpg,Barred Spiral
185473.jpg,Barred Spiral
83316.jpg,Barred Spiral
238616.jpg,Eliptical
148062.jpg,Barred Spiral
87056.jpg,Barred Spiral
188267.jpg,Spiral
227231.jpg,Eliptical
50861.jpg,Eliptical
10908.jpg,Eliptical
100490.jpg,Eliptical
73720.jpg,Barred Spiral
66086.jpg,Spiral
173282.jpg,Eliptical
162600.jpg,Spiral
16341.jpg,Eliptical
158882.jpg,Barred Spiral
123448.jpg,Barred Spiral
90467.jpg,Barred Spiral
200328.jpg,Barred Spiral
19670.jpg,Eliptical
118510.jpg,Spiral
134348.jpg,Barred Spiral
125769.jpg,Eliptical
179110.jpg,Eliptical
101306.jpg,Eliptical
166226.jpg,Barred Spiral
223247.jpg,Eliptical
115061.jpg,Eliptical
244094.jpg,Barred Spiral
86914.jpg,Spiral
125181.jpg,Barred Spiral
82884.jpg,Spiral
132096.jpg,Barred Spiral
61949.jpg,Barred Spiral
67692.jpg,Eliptical
159925.jpg,Spiral
223425.jpg,Barred Spiral
227936.jpg,Eliptical
74958.jpg,Spiral
75943.jpg,Barred Spiral
76039.jpg,Eliptical
186881.jpg,Eliptical
117860.jpg,Spiral
179367.jpg,Barred Spiral
141183.jpg,Barred Spiral
217938.jpg,Eliptical
87642.jpg,Barred Spiral
72825.jpg,Eliptical
171548.jpg,Barred Spiral
155086.jpg,Eliptical
240201.jpg,Barred Spiral
65525.jpg,Spiral
7495.jpg,Eliptical
86699.jpg,Barred Spiral
76230.jpg,Eliptical
49847.jpg,Eliptical
66650.jpg,Eliptical
44839.jpg,Spiral
177738.jpg,Eliptical
144250.jpg,Eliptical
100215.jpg,Eliptical
243218.jpg,Barred Spiral
193369.jpg,Spiral
174827.jpg,Eliptical
64721.jpg,Barred Spiral
219526.jpg,Eliptical
95540.jpg,Barred Spiral
169131.jpg,Barred Spiral
88586.jpg,Barred Spiral
130712.jpg,Eliptical
154096.jpg,Barred Spiral
179473.jpg,Eliptical
168243.jpg,Barred Spiral
184553.jpg,Barred Spiral
78087.jpg,Barred Spiral
174388.jpg,Barred Spiral
230593.jpg,Eliptical
212933.jpg,Barred Spiral
159808.jpg,Eliptical
97144.jpg,Eliptical
34507.jpg,Eliptical
227082.jpg,Eliptical
177176.jpg,Spiral
123386.jpg,Barred Spiral
209537.jpg,Barred Spiral
196801.jpg,Eliptical
92385.jpg,Spiral
14289.jpg,Spiral
208126.jpg,Eliptical
85470.jpg,Barred Spiral
23530.jpg,Spiral
22625.jpg,Spiral
216828.jpg,Barred Spiral
36564.jpg,Eliptical
86528.jpg,Spiral
171824.jpg,Eliptical
176640.jpg,Eliptical
210363.jpg,Spiral
213734.jpg,Barred Spiral
238841.jpg,Barred Spiral
67349.jpg,Barred Spiral
1145.jpg,Spiral
59302.jpg,Spiral
135472.jpg,Eliptical
54244.jpg,Spiral
12670.jpg,Eliptical
67608.jpg,Spiral
138357.jpg,Eliptical
93878.jpg,Eliptical
99963.jpg,Eliptical
210764.jpg,Eliptical
129892.jpg,Eliptical
80534.jpg,Barred Spiral
30060.jpg,Eliptical
156840.jpg,Barred Spiral
77510.jpg,Eliptical
193827.jpg,Eliptical
168052.jpg,Spiral
176434.jpg,Barred Spiral
3323.jpg,Eliptical
34055.jpg,Spiral
150085.jpg,Barred Spiral
30605.jpg,Eliptical
48348.jpg,Spiral
125639.jpg,Spiral
36349.jpg,Eliptical
70862.jpg,Spiral
233530.jpg,Eliptical
161708.jpg,Eliptical
179600.jpg,Barred Spiral
223760.jpg,Barred Spiral
78970.jpg,Eliptical
84903.jpg,Barred Spiral
4929.jpg,Barred Spiral
136573.jpg,Eliptical
91227.jpg,Eliptical
54192.jpg,Eliptical
82142.jpg,Barred Spiral
14803.jpg,Barred Spiral
210058.jpg,Eliptical
91727.jpg,Eliptical
227700.jpg,Barred Spiral
216173.jpg,Barred Spiral
161670.jpg,Barred Spiral
208558.jpg,Barred Spiral
43993.jpg,Eliptical
59621.jpg,Eliptical
2131.jpg,Spiral
154888.jpg,Spiral
21422.jpg,Eliptical
136904.jpg,Eliptical
33838.jpg,Barred Spiral
32363.jpg,Eliptical
240012.jpg,Eliptical
137013.jpg,Eliptical
18790.jpg,Spiral
44369.jpg,Spiral
33169.jpg,Barred Spiral
223604.jpg,Barred Spiral
2230.jpg,Barred Spiral
130249.jpg,Eliptical
222123.jpg,Eliptical
19079.jpg,Eliptical
131140.jpg,Spiral
641.jpg,Eliptical
14519.jpg,Barred Spiral
217409.jpg,Barred Spiral
243027.jpg,Eliptical
40094.jpg,Eliptical
175023.jpg,Barred Spiral
206901.jpg,Eliptical
93983.jpg,Eliptical
82137.jpg,Spiral
143219.jpg,Barred Spiral
193164.jpg,Eliptical
121097.jpg,Barred Spiral
42124.jpg,Barred Spiral
172063.jpg,Eliptical
173514.jpg,Spiral
194707.jpg,Barred Spiral
218107.jpg,Eliptical
111198.jpg,Spiral
186985.jpg,Spiral
227974.jpg,Barred Spiral
160901.jpg,Eliptical
34912.jpg,Barred Spiral
209939.jpg,Eliptical
86840.jpg,Spiral
233136.jpg,Spiral
81604.jpg,Barred Spiral
93160.jpg,Barred Spiral
57705.jpg,Barred Spiral
240909.jpg,Eliptical
14536.jpg,Eliptical
41567.jpg,Barred Spiral
94834.jpg,Barred Spiral
18460.jpg,Eliptical
119208.jpg,Spiral
22977.jpg,Barred Spiral
208540.jpg,Spiral
151503.jpg,Barred Spiral
58111.jpg,Eliptical
207503.jpg,Eliptical
56403.jpg,Barred Spiral
226019.jpg,Eliptical
220289.jpg,Barred Spiral
225487.jpg,Eliptical
201327.jpg,Barred Spiral
152592.jpg,Spiral
329.jpg,Barred Spiral
62823.jpg,Barred Spiral
59653.jpg,Eliptical
81008.jpg,Barred Spiral
213683.jpg,Spiral
8019.jpg,Eliptical
206790.jpg,Eliptical
207686.jpg,Barred Spiral
210998.jpg,Spiral
226503.jpg,Eliptical
200064.jpg,Spiral
216881.jpg,Spiral
170782.jpg,Eliptical
156632.jpg,Barred Spiral
228251.jpg,Eliptical
177397.jpg,Barred Spiral
98108.jpg,Spiral
85904.jpg,Eliptical
21273.jpg,Barred Spiral
67879.jpg,Eliptical
233993.jpg,Spiral
54949.jpg,Barred Spiral
227887.jpg,Eliptical
240061.jpg,Barred Spiral
887.jpg,Eliptical
149983.jpg,Spiral
244240.jpg,Eliptical
235780.jpg,Eliptical
49752.jpg,Eliptical
119687.jpg,Eliptical
124749.jpg,Spiral
204294.jpg,Spiral
22210.jpg,Barred Spiral
157046.jpg,Barred Spiral
226567.jpg,Eliptical
94180.jpg,Eliptical
81031.jpg,Eliptical
230520.jpg,Eliptical
42090.jpg,Barred Spiral
169954.jpg,Barred Spiral
133662.jpg,Barred Spiral
16980.jpg,Barred Spiral
197133.jpg,Barred Spiral
236625.jpg,Spiral
134284.jpg,Eliptical
119689.jpg,Spiral
201893.jpg,Barred Spiral
8548.jpg,Barred Spiral
81444.jpg,Barred Spiral
8138.jpg,Spiral
238274.jpg,Eliptical
159796.jpg,Barred Spiral
230372.jpg,Eliptical
176742.jpg,Eliptical
175330.jpg,Eliptical
71786.jpg,Barred Spiral
64234.jpg,Eliptical
171979.jpg,Barred Spiral
68015.jpg,Barred Spiral
223623.jpg,Spiral
166069.jpg,Eliptical
201366.jpg,Eliptical
116039.jpg,Barred Spiral
133711.jpg,Spiral
125751.jpg,Eliptical
88999.jpg,Eliptical
145233.jpg,Barred Spiral
34330.jpg,Barred Spiral
184961.jpg,Eliptical
175779.jpg,Barred Spiral
2740.jpg,Eliptical
224348.jpg,Spiral
128782.jpg,Eliptical
79127.jpg,Spiral
210388.jpg,Barred Spiral
56657.jpg,Eliptical
120879.jpg,Barred Spiral
187168.jpg,Eliptical
233232.jpg,Eliptical
48031.jpg,Spiral
217505.jpg,Spiral
184239.jpg,Eliptical
26819.jpg,Eliptical
168556.jpg,Eliptical
63174.jpg,Eliptical
167403.jpg,Barred Spiral
61004.jpg,Spiral
5461.jpg,Eliptical
44050.jpg,Spiral
144172.jpg,Spiral
30618.jpg,Spiral
85049.jpg,Barred Spiral
230198.jpg,Eliptical
148802.jpg,Barred Spiral
9648.jpg,Eliptical
219680.jpg,Eliptical
68085.jpg,Eliptical
209828.jpg,Barred Spiral
243983.jpg,Barred Spiral
30506.jpg,Eliptical
145002.jpg,Eliptical
50234.jpg,Eliptical
33806.jpg,Barred Spiral
130501.jpg,Eliptical
46302.jpg,Spiral
111272.jpg,Spiral
106522.jpg,Barred Spiral
15169.jpg,Eliptical
133397.jpg,Eliptical
214978.jpg,Barred Spiral
13316.jpg,Eliptical
39955.jpg,Barred Spiral
36177.jpg,Spiral
68294.jpg,Barred Spiral
34416.jpg,Eliptical
88086.jpg,Spiral
74842.jpg,Barred Spiral
229926.jpg,Eliptical
158175.jpg,Eliptical
207895.jpg,Barred Spiral
112351.jpg,Barred Spiral
240177.jpg,Barred Spiral
201201.jpg,Barred Spiral
102718.jpg,Eliptical
76709.jpg,Barred Spiral
150463.jpg,Barred Spiral
28306.jpg,Spiral
65269.jpg,Spiral
204490.jpg,Barred Spiral
151382.jpg,Barred Spiral
17159.jpg,Barred Spiral
89158.jpg,Eliptical
29875.jpg,Eliptical
56230.jpg,Barred Spiral
49520.jpg,Barred Spiral
108145.jpg,Barred Spiral
193868.jpg,Eliptical
157998.jpg,Eliptical
48998.jpg,Spiral
27645.jpg,Eliptical
40736.jpg,Spiral
53722.jpg,Spiral
233929.jpg,Eliptical
164804.jpg,Eliptical
234423.jpg,Spiral
76550.jpg,Eliptical
91479.jpg,Eliptical
168302.jpg,Barred Spiral
110239.jpg,Spiral
215731.jpg,Spiral
91355.jpg,Barred Spiral
77231.jpg,Eliptical
177504.jpg,Barred Spiral
137006.jpg,Barred Spiral
76903.jpg,Barred Spiral
83587.jpg,Barred Spiral
167113.jpg,Barred Spiral
98934.jpg,Eliptical
115161.jpg,Eliptical
203892.jpg,Barred Spiral
9110.jpg,Spiral
75613.jpg,Barred Spiral
82084.jpg,Eliptical
207953.jpg,Eliptical
95157.jpg,Barred Spiral
238484.jpg,Barred Spiral
193394.jpg,Barred Spiral
86377.jpg,Eliptical
194063.jpg,Barred Spiral
206337.jpg,Barred Spiral
62131.jpg,Spiral
186335.jpg,Eliptical
129150.jpg,Spiral
79187.jpg,Barred Spiral
141322.jpg,Eliptical
179928.jpg,Eliptical
100815.jpg,Spiral
128799.jpg,Spiral
12223.jpg,Barred Spiral
131644.jpg,Eliptical
99460.jpg,Spiral
104014.jpg,Barred Spiral
177808.jpg,Barred Spiral
231661.jpg,Barred Spiral
29930.jpg,Eliptical
99510.jpg,Eliptical
130511.jpg,Barred Spiral
182478.jpg,Barred Spiral
178468.jpg,Spiral
173316.jpg,Eliptical
21283.jpg,Spiral
49186.jpg,Barred Spiral
65905.jpg,Eliptical
209736.jpg,Eliptical
193008.jpg,Barred Spiral
206176.jpg,Eliptical
243143.jpg,Barred Spiral
46842.jpg,Barred Spiral
118757.jpg,Spiral
106004.jpg,Eliptical
35427.jpg,Eliptical
74019.jpg,Spiral
43745.jpg,Eliptical
197913.jpg,Barred Spiral
103525.jpg,Barred Spiral
15909.jpg,Barred Spiral
13807.jpg,Barred Spiral
154661.jpg,Eliptical
134115.jpg,Spiral
102196.jpg,Eliptical
21789.jpg,Eliptical
56205.jpg,Eliptical
19807.jpg,Spiral
229609.jpg,Eliptical
11686.jpg,Barred Spiral
56079.jpg,Eliptical
33741.jpg,Barred Spiral
148221.jpg,Barred Spiral
83071.jpg,Spiral
92727.jpg,Eliptical
196373.jpg,Barred Spiral
190522.jpg,Eliptical
32944.jpg,Eliptical
43760.jpg,Eliptical
44548.jpg,Spiral
227949.jpg,Barred Spiral
26881.jpg,Barred Spiral
205438.jpg,Spiral
90831.jpg,Barred Spiral
172523.jpg,Barred Spiral
224930.jpg,Eliptical
10906.jpg,Eliptical
243056.jpg,Barred Spiral
21517.jpg,Barred Spiral
156282.jpg,Barred Spiral
107250.jpg,Barred Spiral
99420.jpg,Spiral
80350.jpg,Spiral
96202.jpg,Spiral
237169.jpg,Eliptical
91964.jpg,Spiral
25071.jpg,Spiral
89029.jpg,Barred Spiral
188654.jpg,Spiral
29719.jpg,Eliptical
217470.jpg,Barred Spiral
37507.jpg,Eliptical
23719.jpg,Barred Spiral
140767.jpg,Eliptical
121991.jpg,Spiral
214451.jpg,Barred Spiral
71173.jpg,Barred Spiral
59765.jpg,Eliptical
152395.jpg,Barred Spiral
219014.jpg,Barred Spiral
1108.jpg,Eliptical
207411.jpg,Eliptical
230594.jpg,Eliptical
220637.jpg,Barred Spiral
172109.jpg,Spiral
176260.jpg,Barred Spiral
130386.jpg,Eliptical
187355.jpg,Eliptical
91971.jpg,Barred Spiral
149301.jpg,Eliptical
161148.jpg,Spiral
187625.jpg,Eliptical
224657.jpg,Barred Spiral
208251.jpg,Barred Spiral
111866.jpg,Spiral
57948.jpg,Eliptical
198436.jpg,Eliptical
35098.jpg,Eliptical
77678.jpg,Barred Spiral
67378.jpg,Spiral
158639.jpg,Eliptical
7450.jpg,Eliptical
158585.jpg,Eliptical
233570.jpg,Eliptical
141869.jpg,Eliptical
172820.jpg,Eliptical
225883.jpg,Eliptical
182469.jpg,Eliptical
142174.jpg,Barred Spiral
244040.jpg,Eliptical
58594.jpg,Eliptical
217438.jpg,Eliptical
141938.jpg,Barred Spiral
71990.jpg,Eliptical
15551.jpg,Barred Spiral
243152.jpg,Barred Spiral
172822.jpg,Barred Spiral
53034.jpg,Barred Spiral
198416.jpg,Eliptical
213472.jpg,Eliptical
25832.jpg,Eliptical
151074.jpg,Eliptical
34313.jpg,Spiral
199970.jpg,Barred Spiral
19257.jpg,Eliptical
118223.jpg,Spiral
128926.jpg,Spiral
233496.jpg,Eliptical
56931.jpg,Eliptical
102193.jpg,Barred Spiral
4111.jpg,Barred Spiral
48312.jpg,Barred Spiral
13413.jpg,Barred Spiral
237983.jpg,Eliptical
97268.jpg,Barred Spiral
11097.jpg,Eliptical
235487.jpg,Eliptical
123977.jpg,Spiral
215976.jpg,Spiral
204087.jpg,Spiral
106869.jpg,Eliptical
19846.jpg,Barred Spiral
156107.jpg,Eliptical
212178.jpg,Barred Spiral
75301.jpg,Eliptical
54884.jpg,Barred Spiral
189041.jpg,Eliptical
11397.jpg,Eliptical
159825.jpg,Eliptical
196441.jpg,Eliptical
55599.jpg,Barred Spiral
220695.jpg,Eliptical
76402.jpg,Barred Spiral
84556.jpg,Eliptical
17212.jpg,Eliptical
10804.jpg,Spiral
73226.jpg,Eliptical
176518.jpg,Spiral
41135.jpg,Eliptical
18701.jpg,Eliptical
137629.jpg,Barred Spiral
179534.jpg,Barred Spiral
97600.jpg,Barred Spiral
165557.jpg,Barred Spiral
137810.jpg,Eliptical
5016.jpg,Barred Spiral
186567.jpg,Barred Spiral
161479.jpg,Spiral
226184.jpg,Barred Spiral
31109.jpg,Eliptical
197886.jpg,Barred Spiral
235248.jpg,Barred Spiral
239690.jpg,Eliptical
129256.jpg,Spiral
152648.jpg,Eliptical
205756.jpg,Barred Spiral
67615.jpg,Barred Spiral
134125.jpg,Barred Spiral
98179.jpg,Eliptical
112128.jpg,Barred Spiral
192345.jpg,Spiral
90811.jpg,Barred Spiral
158327.jpg,Eliptical
185799.jpg,Eliptical
206946.jpg,Eliptical
155406.jpg,Barred Spiral
130205.jpg,Eliptical
73608.jpg,Barred Spiral
83840.jpg,Spiral
45935.jpg,Eliptical
166028.jpg,Barred Spiral
136322.jpg,Eliptical
71810.jpg,Spiral
211612.jpg,Barred Spiral
205268.jpg,Eliptical
37645.jpg,Barred Spiral
52945.jpg,Spiral
91279.jpg,Barred Spiral
173101.jpg,Barred Spiral
219517.jpg,Spiral
109224.jpg,Barred Spiral
11030.jpg,Eliptical
144524.jpg,Barred Spiral
27995.jpg,Barred Spiral
144920.jpg,Barred Spiral
188010.jpg,Barred Spiral
7250.jpg,Spiral
112530.jpg,Barred Spiral
66353.jpg,Eliptical
57232.jpg,Barred Spiral
100673.jpg,Eliptical
210193.jpg,Eliptical
178188.jpg,Eliptical
122418.jpg,Eliptical
5085.jpg,Barred Spiral
82578.jpg,Spiral
81380.jpg,Spiral
127868.jpg,Eliptical
135922.jpg,Eliptical
242125.jpg,Barred Spiral
70593.jpg,Spiral
201272.jpg,Barred Spiral
175493.jpg,Spiral
34932.jpg,Eliptical
154409.jpg,Barred Spiral
37050.jpg,Barred Spiral
164850.jpg,Barred Spiral
16394.jpg,Eliptical
28388.jpg,Eliptical
212621.jpg,Spiral
8646.jpg,Eliptical
223891.jpg,Barred Spiral
118284.jpg,Spiral
226634.jpg,Barred Spiral
145012.jpg,Barred Spiral
245099.jpg,Eliptical
89206.jpg,Spiral
54687.jpg,Barred Spiral
68526.jpg,Eliptical
49669.jpg,Eliptical
165302.jpg,Spiral
159068.jpg,Eliptical
98991.jpg,Eliptical
170064.jpg,Eliptical
24343.jpg,Eliptical
136837.jpg,Eliptical
15144.jpg,Eliptical
43921.jpg,Spiral
242720.jpg,Eliptical
126594.jpg,Barred Spiral
173693.jpg,Spiral
236182.jpg,Barred Spiral
34405.jpg,Spiral
205634.jpg,Eliptical
201598.jpg,Eliptical
51459.jpg,Eliptical
194004.jpg,Barred Spiral
7499.jpg,Eliptical
36316.jpg,Barred Spiral
229655.jpg,Spiral
42179.jpg,Eliptical
234834.jpg,Eliptical
18919.jpg,Eliptical
111267.jpg,Barred Spiral
8778.jpg,Spiral
47130.jpg,Eliptical
239432.jpg,Spiral
49932.jpg,Eliptical
229786.jpg,Barred Spiral
77429.jpg,Barred Spiral
161063.jpg,Eliptical
177782.jpg,Eliptical
127588.jpg,Barred Spiral
29752.jpg,Spiral
153457.jpg,Barred Spiral
155356.jpg,Spiral
117293.jpg,Barred Spiral
224275.jpg,Barred Spiral
31408.jpg,Eliptical
143096.jpg,Eliptical
31681.jpg,Spiral
105735.jpg,Spiral
121837.jpg,Barred Spiral
143275.jpg,Spiral
210853.jpg,Spiral
190575.jpg,Barred Spiral
132885.jpg,Barred Spiral
136179.jpg,Barred Spiral
54298.jpg,Eliptical
163.jpg,Eliptical
22394.jpg,Barred Spiral
159373.jpg,Eliptical
142212.jpg,Eliptical
236358.jpg,Barred Spiral
196365.jpg,Barred Spiral
92088.jpg,Spiral
156785.jpg,Spiral
151496.jpg,Eliptical
153555.jpg,Eliptical
56849.jpg,Eliptical
222164.jpg,Spiral
98599.jpg,Barred Spiral
149373.jpg,Eliptical
172850.jpg,Barred Spiral
15104.jpg,Barred Spiral
34761.jpg,Eliptical
110736.jpg,Eliptical
121589.jpg,Eliptical
27604.jpg,Barred Spiral
218581.jpg,Barred Spiral
205704.jpg,Barred Spiral
54326.jpg,Spiral
84358.jpg,Eliptical
114514.jpg,Spiral
111382.jpg,Eliptical
242719.jpg,Spiral
95512.jpg,Eliptical
156275.jpg,Eliptical
37579.jpg,Barred Spiral
90479.jpg,Eliptical
66761.jpg,Barred Spiral
37497.jpg,Barred Spiral
153112.jpg,Barred Spiral
199764.jpg,Eliptical
176870.jpg,Barred Spiral
186492.jpg,Spiral
209286.jpg,Barred Spiral
164174.jpg,Barred Spiral
236559.jpg,Barred Spiral
155551.jpg,Eliptical
165524.jpg,Barred Spiral
161336.jpg,Eliptical
245024.jpg,Spiral
151313.jpg,Barred Spiral
111927.jpg,Barred Spiral
150838.jpg,Barred Spiral
91174.jpg,Barred Spiral
17579.jpg,Barred Spiral
184689.jpg,Barred Spiral
239154.jpg,Spiral
228960.jpg,Eliptical
144478.jpg,Eliptical
100527.jpg,Eliptical
9727.jpg,Barred Spiral
51336.jpg,Spiral
100773.jpg,Eliptical
97318.jpg,Barred Spiral
81793.jpg,Eliptical
114811.jpg,Barred Spiral
12631.jpg,Eliptical
154965.jpg,Barred Spiral
47179.jpg,Spiral
170680.jpg,Spiral
51221.jpg,Eliptical
238970.jpg,Eliptical
62620.jpg,Barred Spiral
234089.jpg,Eliptical
56142.jpg,Eliptical
234984.jpg,Spiral
96842.jpg,Spiral
108159.jpg,Barred Spiral
180721.jpg,Eliptical
110222.jpg,Eliptical
128349.jpg,Eliptical
156974.jpg,Eliptical
204281.jpg,Barred Spiral
102546.jpg,Spiral
31622.jpg,Eliptical
9365.jpg,Barred Spiral
1976.jpg,Eliptical
241729.jpg,Eliptical
70951.jpg,Eliptical
119650.jpg,Barred Spiral
133560.jpg,Spiral
149194.jpg,Eliptical
151595.jpg,Eliptical
